Time,P1,P3,P5,P7
3.2420446e+00, 1.6568000e+03, 9.6806667e+02, 3.6020000e+02, 5.5180000e+02
3.2430258e+00, 1.6559333e+03, 9.6673333e+02, 3.6666667e+02, 5.5180000e+02
3.2440328e+00, 1.6559333e+03, 9.6760000e+02, 3.6986667e+02, 5.5086667e+02
3.2450398e+00, 1.6568000e+03, 9.6806667e+02, 3.7173333e+02, 5.4953333e+02
3.2460467e+00, 1.6596000e+03, 9.6946667e+02, 3.7633333e+02, 5.4906667e+02
3.2470279e+00, 1.6609333e+03, 9.7040000e+02, 3.7720000e+02, 5.5046667e+02
3.2480349e+00, 1.6596000e+03, 9.6946667e+02, 3.7633333e+02, 5.5180000e+02
3.2490418e+00, 1.6596000e+03, 9.6946667e+02, 3.7860000e+02, 5.5086667e+02
3.2500488e+00, 1.6609333e+03, 9.7180000e+02, 3.7353333e+02, 5.4813333e+02
3.2510300e+00, 1.6609333e+03, 9.7406667e+02, 3.6386667e+02, 5.4766667e+02
3.2520369e+00, 1.6596000e+03, 9.7266667e+02, 3.6526667e+02, 5.4766667e+02
3.2530439e+00, 1.6586667e+03, 9.7180000e+02, 3.7493333e+02, 5.4813333e+02
3.2540251e+00, 1.6618667e+03, 9.7313333e+02, 3.7493333e+02, 5.4906667e+02
3.2550321e+00, 1.6637333e+03, 9.7406667e+02, 3.6620000e+02, 5.4953333e+02
3.2560390e+00, 1.6637333e+03, 9.7313333e+02, 3.6253333e+02, 5.4953333e+02
3.2570460e+00, 1.6632667e+03, 9.7266667e+02, 3.6386667e+02, 5.5046667e+02
3.2580272e+00, 1.6623333e+03, 9.7313333e+02, 3.6620000e+02, 5.5086667e+02
3.2590341e+00, 1.6605333e+03, 9.7406667e+02, 3.6386667e+02, 5.5180000e+02
3.2600411e+00, 1.6586667e+03, 9.7406667e+02, 3.5886667e+02, 5.5226667e+02
3.2610481e+00, 1.6582000e+03, 9.7313333e+02, 3.6113333e+02, 5.5226667e+02
3.2620292e+00, 1.6586667e+03, 9.7453333e+02, 3.6386667e+02, 5.5180000e+02
3.2630362e+00, 1.6596000e+03, 9.7633333e+02, 3.5653333e+02, 5.5086667e+02
3.2640432e+00, 1.6582000e+03, 9.7313333e+02, 3.5146667e+02, 5.5086667e+02
3.2650244e+00, 1.6572667e+03, 9.7086667e+02, 3.5513333e+02, 5.5180000e+02
3.2660313e+00, 1.6568000e+03, 9.7180000e+02, 3.5560000e+02, 5.5180000e+02
3.2670383e+00, 1.6559333e+03, 9.7266667e+02, 3.4506667e+02, 5.5086667e+02
3.2680453e+00, 1.6545333e+03, 9.7266667e+02, 3.3446667e+02, 5.5046667e+02
3.2690264e+00, 1.6536000e+03, 9.7180000e+02, 3.3680000e+02, 5.4953333e+02
3.2700334e+00, 1.6536000e+03, 9.7040000e+02, 3.4186667e+02, 5.4906667e+02
3.2710404e+00, 1.6531333e+03, 9.7086667e+02, 3.4553333e+02, 5.4953333e+02
3.2720474e+00, 1.6536000e+03, 9.7180000e+02, 3.4920000e+02, 5.5086667e+02
3.2730285e+00, 1.6550000e+03, 9.7266667e+02, 3.4780000e+02, 5.5460000e+02
3.2740355e+00, 1.6568000e+03, 9.7266667e+02, 3.4413333e+02, 5.5920000e+02
3.2750425e+00, 1.6559333e+03, 9.7180000e+02, 3.4413333e+02, 5.6420000e+02
3.2760236e+00, 1.6545333e+03, 9.7086667e+02, 3.4646667e+02, 5.7066667e+02
3.2770306e+00, 1.6536000e+03, 9.7180000e+02, 3.4413333e+02, 5.7753333e+02
3.2780376e+00, 1.6522667e+03, 9.7086667e+02, 3.4320000e+02, 5.8400000e+02
3.2790446e+00, 1.6513333e+03, 9.7086667e+02, 3.4553333e+02, 5.8766667e+02
3.2800257e+00, 1.6522667e+03, 9.7086667e+02, 3.4780000e+02, 5.8906667e+02
3.2810327e+00, 1.6513333e+03, 9.6946667e+02, 3.5060000e+02, 5.8906667e+02
3.2820397e+00, 1.6494667e+03, 9.6806667e+02, 3.4920000e+02, 5.8860000e+02
3.2830466e+00, 1.6472000e+03, 9.6673333e+02, 3.4320000e+02, 5.8626667e+02
3.2840278e+00, 1.6494667e+03, 9.6806667e+02, 3.3906667e+02, 5.8353333e+02
3.2850348e+00, 1.6513333e+03, 9.7040000e+02, 3.3586667e+02, 5.8120000e+02
3.2860417e+00, 1.6494667e+03, 9.7040000e+02, 3.3540000e+02, 5.7893333e+02
3.2870229e+00, 1.6476667e+03, 9.6946667e+02, 3.3773333e+02, 5.7706667e+02
3.2880299e+00, 1.6513333e+03, 9.7180000e+02, 3.4140000e+02, 5.7620000e+02
3.2890368e+00, 1.6536000e+03, 9.7313333e+02, 3.4273333e+02, 5.7480000e+02
3.2900438e+00, 1.6531333e+03, 9.7266667e+02, 3.4320000e+02, 5.7246667e+02
3.2910250e+00, 1.6536000e+03, 9.7266667e+02, 3.4413333e+02, 5.7066667e+02
3.2920320e+00, 1.6545333e+03, 9.7453333e+02, 3.4506667e+02, 5.6833333e+02
3.2930389e+00, 1.6531333e+03, 9.7453333e+02, 3.4506667e+02, 5.6606667e+02
3.2940459e+00, 1.6536000e+03, 9.7546667e+02, 3.3953333e+02, 5.6466667e+02
3.2950271e+00, 1.6550000e+03, 9.7820000e+02, 3.3400000e+02, 5.6193333e+02
3.2960340e+00, 1.6559333e+03, 9.8046667e+02, 3.3446667e+02, 5.5920000e+02
3.2970410e+00, 1.6568000e+03, 9.8140000e+02, 3.3813333e+02, 5.5733333e+02
3.2980480e+00, 1.6572667e+03, 9.8140000e+02, 3.3446667e+02, 5.5593333e+02
3.2990291e+00, 1.6596000e+03, 9.8373333e+02, 3.3033333e+02, 5.5686667e+02
3.3000361e+00, 1.6609333e+03, 9.8553333e+02, 3.2946667e+02, 5.5733333e+02
3.3010431e+00, 1.6623333e+03, 9.8740000e+02, 3.2853333e+02, 5.5826667e+02
3.3020243e+00, 1.6623333e+03, 9.8880000e+02, 3.2573333e+02, 5.6053333e+02
3.3030312e+00, 1.6596000e+03, 9.8880000e+02, 3.2206667e+02, 5.6193333e+02
3.3040382e+00, 1.6605333e+03, 9.9013333e+02, 3.2206667e+02, 5.6193333e+02
3.3050452e+00, 1.6646667e+03, 9.9380000e+02, 3.2346667e+02, 5.6333333e+02
3.3060263e+00, 1.6655333e+03, 9.9613333e+02, 3.2346667e+02, 5.6560000e+02
3.3070333e+00, 1.6632667e+03, 9.9520000e+02, 3.2346667e+02, 5.6746667e+02
3.3080403e+00, 1.6646667e+03, 9.9660000e+02, 3.2666667e+02, 5.6926667e+02
3.3090473e+00, 1.6660000e+03, 9.9886667e+02, 3.3173333e+02, 5.6973333e+02
3.3100284e+00, 1.6655333e+03, 9.9980000e+02, 3.3400000e+02, 5.6926667e+02
3.3110354e+00, 1.6660000e+03, 1.0020667e+03, 3.3540000e+02, 5.6926667e+02
3.3120424e+00, 1.6696667e+03, 1.0071333e+03, 3.3953333e+02, 5.6973333e+02
3.3130235e+00, 1.6706000e+03, 1.0094667e+03, 3.4413333e+02, 5.7066667e+02
3.3140305e+00, 1.6696667e+03, 1.0085333e+03, 3.4780000e+02, 5.7206667e+02
3.3150375e+00, 1.6696667e+03, 1.0108000e+03, 3.4920000e+02, 5.7206667e+02
3.3160445e+00, 1.6696667e+03, 1.0131333e+03, 3.4826667e+02, 5.6973333e+02
3.3170256e+00, 1.6706000e+03, 1.0122000e+03, 3.5060000e+02, 5.6606667e+02
3.3180326e+00, 1.6729333e+03, 1.0144667e+03, 3.5560000e+02, 5.6053333e+02
3.3190396e+00, 1.6756667e+03, 1.0186667e+03, 3.5653333e+02, 5.5226667e+02
3.3200465e+00, 1.6766000e+03, 1.0195333e+03, 3.5653333e+02, 5.4540000e+02
3.3210277e+00, 1.6747333e+03, 1.0195333e+03, 3.6160000e+02, 5.3893333e+02
3.3220347e+00, 1.6770667e+03, 1.0223333e+03, 3.6526667e+02, 5.3253333e+02
3.3230416e+00, 1.6793333e+03, 1.0255333e+03, 3.6480000e+02, 5.2886667e+02
3.3240486e+00, 1.6793333e+03, 1.0255333e+03, 3.6386667e+02, 5.2560000e+02
3.3250298e+00, 1.6793333e+03, 1.0260000e+03, 3.6480000e+02, 5.2106667e+02
3.3260367e+00, 1.6793333e+03, 1.0282667e+03, 3.6526667e+02, 5.1366667e+02
3.3270437e+00, 1.6784000e+03, 1.0296667e+03, 3.6526667e+02, 5.0586667e+02
3.3280249e+00, 1.6784000e+03, 1.0306000e+03, 3.6526667e+02, 4.9713333e+02
3.3290319e+00, 1.6784000e+03, 1.0310667e+03, 3.6666667e+02, 4.8840000e+02
3.3300388e+00, 1.6779333e+03, 1.0319333e+03, 3.6986667e+02, 4.8106667e+02
3.3310458e+00, 1.6779333e+03, 1.0333333e+03, 3.7353333e+02, 4.7553333e+02
3.3320270e+00, 1.6802667e+03, 1.0356667e+03, 3.7633333e+02, 4.6913333e+02
3.3330339e+00, 1.6816667e+03, 1.0370000e+03, 3.7860000e+02, 4.6313333e+02
3.3340409e+00, 1.6784000e+03, 1.0347333e+03, 3.7860000e+02, 4.5900000e+02
3.3350479e+00, 1.6766000e+03, 1.0342667e+03, 3.7720000e+02, 4.4800000e+02
3.3360290e+00, 1.6779333e+03, 1.0365333e+03, 3.7540000e+02, 4.3100000e+02
3.3370360e+00, 1.6784000e+03, 1.0393333e+03, 3.7353333e+02, 4.1353333e+02
3.3380430e+00, 1.6784000e+03, 1.0402000e+03, 3.6986667e+02, 3.9926667e+02
3.3390242e+00, 1.6784000e+03, 1.0402000e+03, 3.6760000e+02, 3.8593333e+02
3.3400311e+00, 1.6770667e+03, 1.0393333e+03, 3.6760000e+02, 3.7540000e+02
3.3410381e+00, 1.6734000e+03, 1.0370000e+03, 3.7033333e+02, 3.6760000e+02
3.3420451e+00, 1.6710667e+03, 1.0365333e+03, 3.7260000e+02, 3.6066667e+02
3.3430262e+00, 1.6729333e+03, 1.0393333e+03, 3.7400000e+02, 3.5653333e+02
3.3440332e+00, 1.6742667e+03, 1.0406667e+03, 3.7720000e+02, 3.5520000e+02
3.3450402e+00, 1.6734000e+03, 1.0402000e+03, 3.8273333e+02, 3.5426667e+02
3.3460472e+00, 1.6706000e+03, 1.0384000e+03, 3.8826667e+02, 3.5520000e+02
3.3470283e+00, 1.6692667e+03, 1.0384000e+03, 3.8960000e+02, 3.5653333e+02
3.3480353e+00, 1.6692667e+03, 1.0393333e+03, 3.8960000e+02, 3.5886667e+02
3.3490423e+00, 1.6683333e+03, 1.0393333e+03, 3.9006667e+02, 3.5933333e+02
3.3500234e+00, 1.6669333e+03, 1.0384000e+03, 3.9333333e+02, 3.6253333e+02
3.3510304e+00, 1.6646667e+03, 1.0379333e+03, 3.9466667e+02, 3.6666667e+02
3.3520374e+00, 1.6623333e+03, 1.0370000e+03, 3.9513333e+02, 3.7260000e+02
3.3530444e+00, 1.6605333e+03, 1.0365333e+03, 3.9513333e+02, 3.7906667e+02
3.3540255e+00, 1.6572667e+03, 1.0356667e+03, 3.9513333e+02, 3.8593333e+02
3.3550325e+00, 1.6559333e+03, 1.0347333e+03, 3.9833333e+02, 3.9193333e+02
3.3560395e+00, 1.6550000e+03, 1.0342667e+03, 4.0200000e+02, 3.9746667e+02
3.3570464e+00, 1.6522667e+03, 1.0333333e+03, 4.0340000e+02, 4.0340000e+02
3.3580276e+00, 1.6476667e+03, 1.0310667e+03, 4.0480000e+02, 4.0893333e+02
3.3590346e+00, 1.6439333e+03, 1.0292000e+03, 4.0620000e+02, 4.1486667e+02
3.3600415e+00, 1.6402667e+03, 1.0282667e+03, 4.0620000e+02, 4.2226667e+02
3.3610485e+00, 1.6375333e+03, 1.0260000e+03, 4.0620000e+02, 4.2866667e+02
3.3620297e+00, 1.6366000e+03, 1.0255333e+03, 4.0573333e+02, 4.3420000e+02
3.3630366e+00, 1.6361333e+03, 1.0246000e+03, 4.0433333e+02, 4.4060000e+02
3.3640436e+00, 1.6338667e+03, 1.0223333e+03, 4.0480000e+02, 4.4660000e+02
3.3650248e+00, 1.6310667e+03, 1.0204667e+03, 4.0113333e+02, 4.5026667e+02
3.3660318e+00, 1.6278667e+03, 1.0186667e+03, 3.9146667e+02, 4.5300000e+02
3.3670387e+00, 1.6265333e+03, 1.0182000e+03, 3.8500000e+02, 4.5580000e+02
3.3680457e+00, 1.6242000e+03, 1.0172667e+03, 3.8593333e+02, 4.5760000e+02
3.3690269e+00, 1.6224000e+03, 1.0149333e+03, 3.8640000e+02, 4.5806667e+02
3.3700338e+00, 1.6214667e+03, 1.0136000e+03, 3.8366667e+02, 4.5673333e+02
3.3710408e+00, 1.6200667e+03, 1.0136000e+03, 3.8086667e+02, 4.5393333e+02
3.3720478e+00, 1.6168667e+03, 1.0122000e+03, 3.7766667e+02, 4.5026667e+02
3.3730289e+00, 1.6140667e+03, 1.0099333e+03, 3.7633333e+02, 4.4660000e+02
3.3740359e+00, 1.6113333e+03, 1.0085333e+03, 3.7766667e+02, 4.4293333e+02
3.3750429e+00, 1.6090667e+03, 1.0071333e+03, 3.8133333e+02, 4.4060000e+02
3.3760241e+00, 1.6067333e+03, 1.0048667e+03, 3.8640000e+02, 4.3740000e+02
3.3770310e+00, 1.6076667e+03, 1.0048667e+03, 3.9146667e+02, 4.3373333e+02
3.3780380e+00, 1.6081333e+03, 1.0058000e+03, 3.9240000e+02, 4.2913333e+02
3.3790450e+00, 1.6067333e+03, 1.0039333e+03, 3.8960000e+02, 4.2500000e+02
3.3800261e+00, 1.6054000e+03, 1.0020667e+03, 3.8960000e+02, 4.2086667e+02
3.3810331e+00, 1.6062667e+03, 1.0012000e+03, 3.8826667e+02, 4.1900000e+02
3.3820401e+00, 1.6030667e+03, 9.9886667e+02, 3.8460000e+02, 4.1766667e+02
3.3830471e+00, 1.5970667e+03, 9.9520000e+02, 3.8733333e+02, 4.1260000e+02
3.3840282e+00, 1.5970667e+03, 9.9613333e+02, 3.9466667e+02, 4.0753333e+02
3.3850352e+00, 1.6008000e+03, 9.9980000e+02, 3.9606667e+02, 4.0753333e+02
3.3860422e+00, 1.5980000e+03, 9.9613333e+02, 3.9700000e+02, 4.0893333e+02
3.3870491e+00, 1.5920667e+03, 9.9013333e+02, 4.0066667e+02, 4.0753333e+02
3.3880303e+00, 1.5920667e+03, 9.8920000e+02, 3.9973333e+02, 4.0433333e+02
3.3890373e+00, 1.5970667e+03, 9.9246667e+02, 3.9466667e+02, 4.0433333e+02
3.3900443e+00, 1.5989333e+03, 9.9013333e+02, 3.8826667e+02, 4.0340000e+02
3.3910254e+00, 1.5943333e+03, 9.8506667e+02, 3.7906667e+02, 3.9973333e+02
3.3920324e+00, 1.5920667e+03, 9.8373333e+02, 3.6893333e+02, 3.9560000e+02
3.3930394e+00, 1.5943333e+03, 9.8646667e+02, 3.6160000e+02, 3.9333333e+02
3.3940463e+00, 1.5957333e+03, 9.8740000e+02, 3.5653333e+02, 3.9333333e+02
3.3950275e+00, 1.5934000e+03, 9.8186667e+02, 3.5286667e+02, 3.9240000e+02
3.3960345e+00, 1.5929333e+03, 9.7820000e+02, 3.4553333e+02, 3.8920000e+02
3.3970414e+00, 1.5966667e+03, 9.8006667e+02, 3.3906667e+02, 3.8686667e+02
3.3980484e+00, 1.5994000e+03, 9.8140000e+02, 3.3446667e+02, 3.8920000e+02
3.3990296e+00, 1.5970667e+03, 9.7773333e+02, 3.2946667e+02, 3.9240000e+02
3.4000365e+00, 1.5952667e+03, 9.7313333e+02, 3.2573333e+02, 3.9333333e+02
3.4010435e+00, 1.5994000e+03, 9.7773333e+02, 3.2486667e+02, 3.9420000e+02
3.4020247e+00, 1.6040000e+03, 9.8186667e+02, 3.2486667e+02, 3.9746667e+02
3.4030317e+00, 1.6003333e+03, 9.7680000e+02, 3.2346667e+02, 3.9973333e+02
3.4040386e+00, 1.5952667e+03, 9.7180000e+02, 3.2300000e+02, 4.0113333e+02
3.4050456e+00, 1.5980000e+03, 9.7180000e+02, 3.2666667e+02, 4.0433333e+02
3.4060268e+00, 1.6044667e+03, 9.7453333e+02, 3.3220000e+02, 4.1073333e+02
3.4070337e+00, 1.6067333e+03, 9.7453333e+02, 3.3680000e+02, 4.1626667e+02
3.4080407e+00, 1.6026000e+03, 9.7086667e+02, 3.4046667e+02, 4.2086667e+02
3.4090477e+00, 1.6003333e+03, 9.7040000e+02, 3.4140000e+02, 4.2360000e+02
3.4100288e+00, 1.6030667e+03, 9.7406667e+02, 3.4186667e+02, 4.2406667e+02
3.4110358e+00, 1.6044667e+03, 9.7453333e+02, 3.4320000e+02, 4.2406667e+02
3.4120428e+00, 1.6044667e+03, 9.7266667e+02, 3.4506667e+02, 4.2086667e+02
3.4130240e+00, 1.6062667e+03, 9.7266667e+02, 3.5013333e+02, 4.1400000e+02
3.4140309e+00, 1.6113333e+03, 9.7406667e+02, 3.6020000e+02, 4.0846667e+02
3.4150379e+00, 1.6168667e+03, 9.7546667e+02, 3.6526667e+02, 4.0433333e+02
3.4160449e+00, 1.6140667e+03, 9.7180000e+02, 3.6386667e+02, 3.9700000e+02
3.4170260e+00, 1.6054000e+03, 9.6673333e+02, 3.6386667e+02, 3.8460000e+02
3.4180330e+00, 1.6067333e+03, 9.6900000e+02, 3.6480000e+02, 3.7080000e+02
3.4190400e+00, 1.6168667e+03, 9.7546667e+02, 3.6526667e+02, 3.6253333e+02
3.4200470e+00, 1.6205333e+03, 9.7453333e+02, 3.6386667e+02, 3.5520000e+02
3.4210281e+00, 1.6164000e+03, 9.6673333e+02, 3.6386667e+02, 3.4780000e+02
3.4220351e+00, 1.6140667e+03, 9.6533333e+02, 3.6986667e+02, 3.4093333e+02
3.4230421e+00, 1.6168667e+03, 9.6900000e+02, 3.7353333e+02, 3.3726667e+02
3.4240490e+00, 1.6178000e+03, 9.7040000e+02, 3.6300000e+02, 3.3586667e+02
3.4250302e+00, 1.6164000e+03, 9.6900000e+02, 3.4826667e+02, 3.3726667e+02
3.4260372e+00, 1.6154667e+03, 9.6760000e+02, 3.4506667e+02, 3.3906667e+02
3.4270442e+00, 1.6168667e+03, 9.6673333e+02, 3.4920000e+02, 3.3773333e+02
3.4280253e+00, 1.6214667e+03, 9.6946667e+02, 3.5146667e+02, 3.3400000e+02
3.4290323e+00, 1.6237333e+03, 9.6900000e+02, 3.5380000e+02, 3.3360000e+02
3.4300393e+00, 1.6224000e+03, 9.6393333e+02, 3.5746667e+02, 3.3400000e+02
3.4310462e+00, 1.6191333e+03, 9.6213333e+02, 3.5746667e+02, 3.3266667e+02
3.4320274e+00, 1.6191333e+03, 9.6306667e+02, 3.5426667e+02, 3.3080000e+02
3.4330344e+00, 1.6214667e+03, 9.6440000e+02, 3.5380000e+02, 3.3126667e+02
3.4340413e+00, 1.6191333e+03, 9.6213333e+02, 3.5380000e+02, 3.2986667e+02
3.4350483e+00, 1.6140667e+03, 9.5800000e+02, 3.5193333e+02, 3.2713333e+02
3.4360295e+00, 1.6127333e+03, 9.5706667e+02, 3.5013333e+02, 3.2760000e+02
3.4370365e+00, 1.6140667e+03, 9.6026667e+02, 3.4506667e+02, 3.3080000e+02
3.4380434e+00, 1.6154667e+03, 9.6026667e+02, 3.3773333e+02, 3.3400000e+02
3.4390246e+00, 1.6191333e+03, 9.5933333e+02, 3.3080000e+02, 3.3726667e+02
3.4400316e+00, 1.6228000e+03, 9.6166667e+02, 3.3313333e+02, 3.3726667e+02
3.4410385e+00, 1.6214667e+03, 9.6073333e+02, 3.3680000e+02, 3.3493333e+02
3.4420455e+00, 1.6178000e+03, 9.5706667e+02, 3.3540000e+02, 3.3360000e+02
3.4430267e+00, 1.6191333e+03, 9.6026667e+02, 3.3400000e+02, 3.3080000e+02
3.4440336e+00, 1.6242000e+03, 9.6440000e+02, 3.3173333e+02, 3.2440000e+02
3.4450406e+00, 1.6274000e+03, 9.6440000e+02, 3.2486667e+02, 3.1933333e+02
3.4460476e+00, 1.6237333e+03, 9.6073333e+02, 3.1793333e+02, 3.1426667e+02
3.4470287e+00, 1.6178000e+03, 9.5566667e+02, 3.1793333e+02, 3.0740000e+02
3.4480357e+00, 1.6191333e+03, 9.5706667e+02, 3.2160000e+02, 3.0046667e+02
3.4490427e+00, 1.6237333e+03, 9.6393333e+02, 3.2486667e+02, 2.9266667e+02
3.4500497e+00, 1.6228000e+03, 9.6213333e+02, 3.2486667e+02, 2.8760000e+02
3.4510308e+00, 1.6168667e+03, 9.5433333e+02, 3.2300000e+02, 2.9086667e+02
3.4520378e+00, 1.6154667e+03, 9.5293333e+02, 3.2346667e+02, 2.9820000e+02
3.4530448e+00, 1.6205333e+03, 9.6073333e+02, 3.2713333e+02, 3.0693333e+02
3.4540259e+00, 1.6251333e+03, 9.6213333e+02, 3.2486667e+02, 3.1700000e+02
3.4550329e+00, 1.6214667e+03, 9.5706667e+02, 3.1840000e+02, 3.2440000e+02
3.4560399e+00, 1.6186667e+03, 9.5660000e+02, 3.1426667e+02, 3.2620000e+02
3.4570469e+00, 1.6228000e+03, 9.6166667e+02, 3.1200000e+02, 3.2713333e+02
3.4580280e+00, 1.6237333e+03, 9.6073333e+02, 3.0833333e+02, 3.2760000e+02
3.4590350e+00, 1.6164000e+03, 9.5106667e+02, 3.0326667e+02, 3.2853333e+02
3.4600420e+00, 1.6127333e+03, 9.4740000e+02, 3.0140000e+02, 3.2900000e+02
3.4610489e+00, 1.6186667e+03, 9.5566667e+02, 3.0506667e+02, 3.3080000e+02
3.4620301e+00, 1.6242000e+03, 9.6073333e+02, 3.1200000e+02, 3.3220000e+02
3.4630371e+00, 1.6260667e+03, 9.5706667e+02, 3.1426667e+02, 3.3493333e+02
3.4640441e+00, 1.6228000e+03, 9.5293333e+02, 3.1333333e+02, 3.3586667e+02
3.4650252e+00, 1.6186667e+03, 9.5106667e+02, 3.1426667e+02, 3.3220000e+02
3.4660322e+00, 1.6186667e+03, 9.5660000e+02, 3.1793333e+02, 3.2713333e+02
3.4670392e+00, 1.6237333e+03, 9.6580000e+02, 3.2160000e+02, 3.2206667e+02
3.4680461e+00, 1.6274000e+03, 9.6533333e+02, 3.2073333e+02, 3.1980000e+02
3.4690273e+00, 1.6278667e+03, 9.5933333e+02, 3.1473333e+02, 3.2440000e+02
3.4700343e+00, 1.6265333e+03, 9.5706667e+02, 3.0740000e+02, 3.2986667e+02
3.4710412e+00, 1.6242000e+03, 9.5660000e+02, 2.9960000e+02, 3.3360000e+02
3.4720482e+00, 1.6265333e+03, 9.5706667e+02, 2.9133333e+02, 3.3773333e+02
3.4730294e+00, 1.6302000e+03, 9.5846667e+02, 2.8533333e+02, 3.4273333e+02
3.4740364e+00, 1.6297333e+03, 9.5800000e+02, 2.8533333e+02, 3.4733333e+02
3.4750433e+00, 1.6242000e+03, 9.5480000e+02, 2.9266667e+02, 3.5013333e+02
3.4760245e+00, 1.6178000e+03, 9.5340000e+02, 3.0000000e+02, 3.5426667e+02
3.4770315e+00, 1.6178000e+03, 9.5433333e+02, 3.0600000e+02, 3.6020000e+02
3.4780384e+00, 1.6260667e+03, 9.5933333e+02, 3.0873333e+02, 3.6666667e+02
3.4790454e+00, 1.6315333e+03, 9.6166667e+02, 3.0740000e+02, 3.7173333e+02
3.4800266e+00, 1.6288000e+03, 9.5660000e+02, 3.0460000e+02, 3.7540000e+02
3.4810335e+00, 1.6228000e+03, 9.4926667e+02, 3.0506667e+02, 3.7586667e+02
3.4820405e+00, 1.6224000e+03, 9.5060000e+02, 3.0833333e+02, 3.7586667e+02
3.4830475e+00, 1.6237333e+03, 9.5566667e+02, 3.1106667e+02, 3.7586667e+02
3.4840286e+00, 1.6228000e+03, 9.5340000e+02, 3.1106667e+02, 3.7586667e+02
3.4850356e+00, 1.6251333e+03, 9.5200000e+02, 3.0966667e+02, 3.7813333e+02
3.4860426e+00, 1.6297333e+03, 9.5200000e+02, 3.0966667e+02, 3.8320000e+02
3.4870496e+00, 1.6265333e+03, 9.4973333e+02, 3.1060000e+02, 3.8593333e+02
3.4880307e+00, 1.6274000e+03, 9.5293333e+02, 3.1246667e+02, 3.8460000e+02
3.4890377e+00, 1.6338667e+03, 9.6026667e+02, 3.1246667e+02, 3.8413333e+02
3.4900447e+00, 1.6361333e+03, 9.6166667e+02, 3.0966667e+02, 3.8733333e+02
3.4910258e+00, 1.6348000e+03, 9.5706667e+02, 3.0740000e+02, 3.9100000e+02
3.4920328e+00, 1.6352667e+03, 9.5480000e+02, 3.0833333e+02, 3.9100000e+02
3.4930398e+00, 1.6334000e+03, 9.5340000e+02, 3.0506667e+02, 3.9333333e+02
3.4940468e+00, 1.6297333e+03, 9.5106667e+02, 3.0000000e+02, 3.9833333e+02
3.4950279e+00, 1.6334000e+03, 9.5480000e+02, 2.9633333e+02, 3.9833333e+02
3.4960349e+00, 1.6398000e+03, 9.6166667e+02, 2.9500000e+02, 3.9560000e+02
3.4970419e+00, 1.6366000e+03, 9.5480000e+02, 2.9360000e+02, 4.0200000e+02
3.4980488e+00, 1.6302000e+03, 9.4560000e+02, 2.9453333e+02, 4.0893333e+02
3.4990300e+00, 1.6315333e+03, 9.4926667e+02, 2.9586667e+02, 4.0706667e+02
3.5000370e+00, 1.6398000e+03, 9.5706667e+02, 2.9820000e+02, 4.0706667e+02
3.5010440e+00, 1.6458000e+03, 9.5933333e+02, 2.9820000e+02, 4.0986667e+02
3.5020251e+00, 1.6421333e+03, 9.5566667e+02, 2.9220000e+02, 4.1073333e+02
3.5030321e+00, 1.6366000e+03, 9.5060000e+02, 2.8533333e+02, 4.1213333e+02
3.5040391e+00, 1.6402667e+03, 9.5340000e+02, 2.8260000e+02, 4.1486667e+02
3.5050460e+00, 1.6472000e+03, 9.6073333e+02, 2.7980000e+02, 4.1260000e+02
3.5060272e+00, 1.6485333e+03, 9.6026667e+02, 2.8626667e+02, 4.1073333e+02
3.5070342e+00, 1.6462667e+03, 9.5200000e+02, 3.0140000e+02, 4.1120000e+02
3.5080411e+00, 1.6462667e+03, 9.5060000e+02, 3.1060000e+02, 4.1260000e+02
3.5090481e+00, 1.6462667e+03, 9.5433333e+02, 3.1566667e+02, 4.1120000e+02
3.5100293e+00, 1.6412000e+03, 9.5060000e+02, 3.1980000e+02, 4.0986667e+02
3.5110363e+00, 1.6384667e+03, 9.4373333e+02, 3.1980000e+02, 4.1353333e+02
3.5120432e+00, 1.6402667e+03, 9.4693333e+02, 3.2073333e+02, 4.1400000e+02
3.5130244e+00, 1.6448667e+03, 9.5433333e+02, 3.2346667e+02, 4.0986667e+02
3.5140314e+00, 1.6472000e+03, 9.5660000e+02, 3.2160000e+02, 4.0986667e+02
3.5150383e+00, 1.6448667e+03, 9.5106667e+02, 3.1793333e+02, 4.1120000e+02
3.5160453e+00, 1.6389333e+03, 9.4466667e+02, 3.1840000e+02, 4.1213333e+02
3.5170265e+00, 1.6398000e+03, 9.4560000e+02, 3.1980000e+02, 4.1260000e+02
3.5180334e+00, 1.6476667e+03, 9.5106667e+02, 3.2206667e+02, 4.1120000e+02
3.5190404e+00, 1.6462667e+03, 9.4973333e+02, 3.2160000e+02, 4.0986667e+02
3.5200474e+00, 1.6398000e+03, 9.4326667e+02, 3.2160000e+02, 4.1120000e+02
3.5210285e+00, 1.6458000e+03, 9.4693333e+02, 3.2573333e+02, 4.1353333e+02
3.5220355e+00, 1.6458000e+03, 9.4973333e+02, 3.2440000e+02, 4.1260000e+02
3.5230425e+00, 1.6315333e+03, 9.4100000e+02, 3.1700000e+02, 4.1073333e+02
3.5240495e+00, 1.6334000e+03, 9.4100000e+02, 3.1246667e+02, 4.1073333e+02
3.5250306e+00, 1.6426000e+03, 9.5060000e+02, 3.1106667e+02, 4.1120000e+02
3.5260376e+00, 1.6361333e+03, 9.4560000e+02, 3.0966667e+02, 4.1260000e+02
